parents,parents_beaten,beaten,p,e,t
3+7 (0.98:0.02),6 & 6,5,[ 0. 72. 34.  0. 68.  0. 80. 69.],[70.  0.  0. 60.  0. 40.  0.  0.],[332 278 496 510 293 478 171 368]
3+7 (0.99:0.01),6 & 6,5,[ 0. 72. 34.  0. 68.  0. 80. 62.],[70.  0.  0. 60.  0. 50.  0.  0.],[332 278 496 510 267 504 171 426]
4+5 (0.01:0.99),7 & 6,4,[ 0. 58.  0.  0. 61.  0. 23. 28.],[90.  0. 10. 40.  0. 20.  0.  0.],[321 169 261 333 250 328 210 328]
4+5 (0.02:0.98),7 & 6,4,[ 0. 58.  0.  0. 60.  0. 23. 28.],[90.  0. 20. 40.  0. 10.  0.  0.],[321 169 261 332 250 327 210 328]
4+5 (0.03:0.97),7 & 6,4,[ 0. 58.  0.  0. 59.  0. 23. 28.],[90.  0. 40. 50.  0. 20.  0.  0.],[321 169 259 325 275 329 210 328]
4+5 (0.04:0.96),7 & 6,4,[ 0. 58.  0.  0. 49.  0. 23. 28.],[90.  0. 20. 50.  0. 20.  0.  0.],[321 169 259 325 300 328 210 328]
4+5 (0.05:0.95),7 & 6,4,[ 0. 58.  0.  0. 50.  0. 23. 28.],[90.  0. 30. 50.  0. 20.  0.  0.],[321 169 258 314 300 328 210 332]
4+5 (0.06:0.94),7 & 6,4,[ 0. 58.  0.  0. 50.  0. 29. 28.],[90.  0. 30. 50.  0. 20.  0.  0.],[321 169 255 309 300 326 197 332]
4+5 (0.07:0.93),7 & 6,4,[ 0. 58.  0.  0. 50.  0. 29. 28.],[80.  0. 30. 50.  0. 70.  0.  0.],[321 169 255 309 300 205 197 332]
4+5 (0.08:0.92),7 & 6,4,[ 0. 58.  0.  0. 50.  0. 29. 28.],[80.  0. 30. 50.  0. 70.  0.  0.],[321 169 255 293 300 206 197 332]
4+5 (0.09:0.91),7 & 6,4,[ 0. 58.  0.  0. 50.  0. 29. 28.],[80.  0. 30. 50.  0. 70.  0.  0.],[321 169 253 302 300 233 197 323]
4+5 (0.10:0.90),7 & 6,4,[ 0. 58.  0.  0. 50.  0. 29. 28.],[80.  0. 30. 50.  0. 70.  0.  0.],[321 169 252 293 300 234 197 331]
4+5 (0.11:0.89),7 & 6,4,[ 0. 58.  0.  0. 48.  0. 29. 28.],[80.  0. 30. 50.  0. 70.  0.  0.],[321 169 252 293 299 238 197 331]
4+5 (0.12:0.88),7 & 6,4,[ 0. 64.  0.  0. 47.  0. 29. 28.],[80.  0. 30. 50.  0. 70.  0.  0.],[321 168 249 283 299 223 197 331]
4+5 (0.13:0.87),7 & 6,4,[ 0. 64.  0.  0. 58.  0. 29.  2.],[80.  0. 30. 60.  0. 70.  0.  0.],[321 168 249 268 274 221 197 557]
4+5 (0.14:0.86),7 & 6,4,[ 0. 64.  0.  0. 56.  0. 73.  2.],[80.  0. 30. 60.  0. 60.  0.  0.],[321 168 249 268 274 258 147 556]
4+5 (0.15:0.85),7 & 6,4,[ 0. 64.  0.  0. 56.  0. 73.  2.],[80.  0. 30. 60.  0. 60.  0.  0.],[321 168 249 269 274 258 147 554]
4+5 (0.16:0.84),7 & 6,4,[ 0. 64.  0.  0. 56.  0. 73.  2.],[80.  0. 30. 60.  0. 60.  0.  0.],[321 168 249 269 274 258 147 554]
4+5 (0.17:0.83),7 & 6,3,[ 0. 64.  0.  0. 56.  0. 72.  0.],[80.  0. 30. 60.  0. 60.  0. 40.],[321 168 246 269 274 240 147 460]
4+5 (0.18:0.82),7 & 6,3,[ 0. 64.  0.  0. 56.  0. 72.  0.],[80.  0. 30. 60.  0. 70.  0. 40.],[321 168 246 261 273 242 147 460]
4+5 (0.19:0.81),7 & 6,3,[ 0. 64.  0.  0. 56.  0. 72.  0.],[80.  0. 30. 60.  0. 70.  0. 50.],[321 168 246 261 273 242 147 451]
4+5 (0.20:0.80),7 & 6,4,[ 0. 64.  0.  0. 56.  0. 41. 29.],[90.  0. 30. 60.  0. 70.  0.  0.],[321 168 246 260 273 242 184 331]
4+5 (0.21:0.79),7 & 6,4,[ 0. 66.  0.  0. 54.  0.  0. 29.],[90.  0. 50. 60.  0. 70.  0.  0.],[321 168 212 260 273 251 210 331]
4+5 (0.22:0.78),7 & 6,4,[ 0. 66.  0.  0. 53.  0.  0. 29.],[90.  0. 50. 60.  0. 70.  0.  0.],[321 168 212 261 273 251 210 331]
4+5 (0.23:0.77),7 & 6,4,[ 0. 66.  0.  0. 55.  0.  0. 29.],[90.  0. 50. 60.  0. 70.  0.  0.],[321 168 212 261 272 251 210 331]
4+5 (0.24:0.76),7 & 6,3,[ 0. 66.  0.  0. 55.  0.  0. 29.],[90.  0. 50. 60.  0. 40. 10.  0.],[321 168 212 261 272 296 208 331]
4+5 (0.25:0.75),7 & 6,3,[ 0. 66.  0.  0. 53.  0.  0. 29.],[90.  0. 60. 60.  0. 60. 10.  0.],[321 168 209 265 272 263 208 331]
4+5 (0.26:0.74),7 & 6,3,[ 0. 66.  0.  0. 54.  0.  0. 29.],[90.  0. 60. 60.  0. 40. 10.  0.],[321 168 208 265 272 295 208 331]
4+5 (0.27:0.73),7 & 6,4,[ 0. 66.  0.  0. 51.  0.  5. 29.],[90.  0. 60. 60.  0. 40.  0.  0.],[321 168 206 265 272 294 197 331]
4+5 (0.28:0.72),7 & 6,4,[ 0. 66.  0.  0. 51.  0.  5. 29.],[90.  0. 60. 60.  0. 60.  0.  0.],[321 168 206 265 271 261 197 331]
4+5 (0.29:0.71),7 & 6,4,[ 0. 66.  0.  0. 51.  0.  5. 29.],[90.  0. 60. 60.  0. 60.  0.  0.],[321 168 205 261 271 261 197 331]
4+5 (0.30:0.70),7 & 6,4,[ 0. 66.  0.  0. 50.  0.  5. 29.],[90.  0. 60. 60.  0. 60.  0.  0.],[321 168 205 261 271 294 197 331]
4+5 (0.31:0.69),7 & 6,4,[ 0. 66.  0.  0. 50.  0. 11. 29.],[90.  0. 60. 60.  0. 60.  0.  0.],[321 168 205 261 271 294 197 331]
4+5 (0.32:0.68),7 & 6,4,[ 0. 66.  0.  0. 50.  0.  9. 29.],[90.  0. 60. 60.  0. 60.  0.  0.],[321 168 164 248 271 294 210 331]
4+5 (0.33:0.67),7 & 6,4,[ 0. 66.  0.  0. 48.  0.  9. 29.],[90.  0. 60. 60.  0. 60.  0.  0.],[321 157 164 248 270 295 210 331]
4+5 (0.34:0.66),7 & 6,4,[ 0. 66.  0.  0. 48.  0.  8. 29.],[90.  0. 70. 60.  0. 80.  0.  0.],[321 157 204 247 270 265 210 331]
4+5 (0.35:0.65),7 & 6,4,[ 0. 66.  0.  0. 48.  0.  7. 29.],[90.  0. 70. 60.  0. 80.  0.  0.],[321 157 164 249 270 265 210 331]
4+5 (0.36:0.64),7 & 6,4,[ 0. 66.  0.  0. 46.  0.  6. 27.],[90.  0. 70. 60.  0. 80.  0.  0.],[321 157 161 247 270 265 210 327]
4+5 (0.37:0.63),7 & 6,4,[ 0. 66.  0.  0. 45.  0.  6. 23.],[90.  0. 70. 60.  0. 80.  0.  0.],[321 157 163 246 270 265 210 409]
4+5 (0.38:0.62),7 & 6,4,[ 0. 66.  0.  0. 47.  0.  5. 25.],[90.  0. 70. 60.  0. 80.  0.  0.],[321 157 161 246 270 265 210 409]
4+5 (0.39:0.61),7 & 6,4,[ 0. 66.  0.  0. 47.  0.  2. 25.],[90.  0. 50. 60.  0. 80.  0.  0.],[321 157 158 223 270 265 210 409]
4+5 (0.40:0.60),7 & 6,4,[ 0. 66.  0.  0. 47.  0.  1. 25.],[90.  0. 70. 60.  0. 80.  0.  0.],[319 157 157 223 270 265 210 409]
4+5 (0.41:0.59),7 & 6,4,[ 0. 66.  0.  0. 44.  0.  0. 20.],[90.  0. 70. 60.  0. 80.  0.  0.],[310 157 157 223 270 265 210 409]
4+5 (0.42:0.58),7 & 6,4,[ 0. 66.  0.  0. 45.  0.  0. 20.],[90.  0. 70. 60.  0. 80.  0.  0.],[298 157 157 223 269 265 210 409]
4+5 (0.43:0.57),7 & 6,4,[ 0. 66.  0.  0. 45.  0.  0. 20.],[90.  0. 70. 60.  0. 80.  0.  0.],[298 157 156 225 269 263 210 409]
4+5 (0.44:0.56),7 & 6,4,[ 0. 64.  0.  0. 47.  0.  0. 20.],[90.  0. 70. 60.  0. 80.  0.  0.],[298 157 157 225 269 263 210 409]
4+5 (0.45:0.55),7 & 6,4,[ 0.  6.  0.  0. 47.  0. 19. 24.],[90.  0. 60. 60.  0. 80.  0.  0.],[298 157 155 225 269 263 210 409]
4+5 (0.46:0.54),7 & 6,4,[ 0.  6.  0.  0. 44.  0. 18. 24.],[90.  0. 60. 60.  0. 80.  0.  0.],[298 156 155 225 269 263 210 409]
4+5 (0.47:0.53),7 & 6,4,[ 0.  6.  0.  0. 44.  0. 18. 23.],[90.  0. 50. 60.  0. 80.  0.  0.],[298 156 155 225 269 263 210 409]
4+5 (0.48:0.52),7 & 6,4,[ 0.  6.  0.  0. 45.  0. 18. 23.],[90.  0. 60. 60.  0. 80.  0.  0.],[298 156 154 225 269 263 210 409]
4+5 (0.49:0.51),7 & 6,4,[ 0.  6.  0.  0. 45.  0. 18. 23.],[90.  0. 70. 60.  0. 80.  0.  0.],[298 156 155 225 269 263 210 409]
4+5 (0.50:0.50),7 & 6,4,[ 0.  6.  0.  0. 45.  0. 18. 17.],[90.  0. 70. 60.  0. 80.  0.  0.],[298 156 154 225 269 263 210 409]
4+5 (0.51:0.49),7 & 6,4,[ 0.  6.  0.  0. 45.  0. 18. 23.],[90.  0. 70. 60.  0. 80.  0.  0.],[298 156 157 234 269 263 210 409]
4+5 (0.52:0.48),7 & 6,4,[ 0.  4.  0.  0. 45.  0. 18. 23.],[90.  0. 70. 60.  0. 80.  0.  0.],[314 156 161 225 269 263 210 409]
4+5 (0.53:0.47),7 & 6,4,[ 0.  4.  0.  0. 45.  0. 17. 16.],[90.  0. 70. 60.  0. 80.  0.  0.],[314 156 208 225 269 263 210 409]
4+5 (0.54:0.46),7 & 6,3,[ 0.  4.  0.  0. 45.  0.  0. 17.],[90.  0. 70. 60.  0. 80. 20.  0.],[314 156 208 225 269 263 192 409]
4+5 (0.55:0.45),7 & 6,3,[ 0.  4.  0.  0. 44.  0.  0. 17.],[90.  0. 70. 60.  0. 80. 20.  0.],[314 156 208 225 269 263 192 409]
4+5 (0.56:0.44),7 & 6,3,[ 0.  4.  0.  0. 44.  0.  0. 17.],[90.  0. 70. 60.  0. 80. 20.  0.],[314 156 207 225 269 263 192 409]
4+5 (0.57:0.43),7 & 6,3,[ 0.  4.  0.  0. 47.  0.  0. 17.],[90.  0. 70. 60.  0. 50. 20.  0.],[314 156 209 225 269 283 192 409]
4+5 (0.58:0.42),7 & 6,3,[ 0.  4.  0.  0. 47.  0.  0. 17.],[90.  0. 50. 60.  0. 50. 20.  0.],[314 156 209 225 269 283 192 409]
4+5 (0.59:0.41),7 & 6,3,[ 0.  4.  0.  0. 47.  0.  0. 17.],[90.  0. 60. 60.  0. 50. 20.  0.],[314 156 208 225 269 283 192 409]
4+5 (0.60:0.40),7 & 6,3,[ 0.  4.  0.  0. 44.  0.  0. 17.],[90.  0. 60. 60.  0. 60. 20.  0.],[314 156 208 225 269 265 192 409]
4+5 (0.61:0.39),7 & 6,3,[ 0.  4.  0.  0. 44.  0.  0. 17.],[90.  0. 60. 60.  0. 60. 20.  0.],[314 156 223 225 269 264 191 409]
4+5 (0.62:0.38),7 & 6,3,[ 0.  4.  0.  0. 43.  0.  0. 17.],[90.  0. 60. 60.  0. 50. 20.  0.],[314 156 255 225 270 263 191 409]
4+5 (0.63:0.37),7 & 6,3,[ 0.  4.  0.  0. 43.  0.  0. 17.],[90.  0. 60. 60.  0. 50. 20.  0.],[314 155 211 225 270 263 191 409]
4+5 (0.64:0.36),7 & 6,3,[ 0.  4.  0.  0. 45.  0.  0. 17.],[90.  0. 60. 60.  0. 50. 20.  0.],[314 155 208 225 270 263 191 409]
4+5 (0.65:0.35),7 & 6,3,[ 0.  4.  0.  0. 45.  0.  0. 17.],[90.  0. 60. 60.  0. 50. 20.  0.],[300 155 208 225 270 267 191 409]
4+5 (0.66:0.34),7 & 6,3,[ 0.  4.  0.  0. 47.  0.  0. 17.],[90.  0. 60. 60.  0. 50. 20.  0.],[300 156 207 225 270 267 191 409]
4+5 (0.67:0.33),7 & 6,3,[ 0.  4.  0.  0. 47.  0.  0. 17.],[90.  0. 60. 60.  0. 40. 20.  0.],[300 156 207 225 270 297 192 409]
4+5 (0.68:0.32),7 & 6,3,[ 0.  4.  0.  0. 45.  0.  0. 17.],[90.  0. 60. 60.  0. 40. 20.  0.],[306 156 207 225 270 297 192 409]
4+5 (0.69:0.31),7 & 6,3,[ 0.  4.  0.  0. 47.  0.  0. 18.],[90.  0. 60. 60.  0. 40. 20.  0.],[306 156 207 225 270 297 192 409]
4+5 (0.70:0.30),7 & 6,3,[ 0.  4.  0.  0. 47.  0.  0. 18.],[90.  0. 60. 60.  0. 40. 20.  0.],[306 156 207 225 270 297 192 409]
4+5 (0.71:0.29),7 & 6,3,[ 0.  4.  0.  0. 47.  0.  0. 18.],[90.  0. 60. 60.  0. 30. 20.  0.],[306 156 207 225 270 323 192 409]
4+5 (0.72:0.28),7 & 6,3,[ 0.  4.  0.  0. 48.  0.  0. 18.],[90.  0. 60. 60.  0. 30. 20.  0.],[306 156 207 225 270 323 192 409]
4+5 (0.73:0.27),7 & 6,3,[ 0.  4.  0.  0. 48.  0.  0. 18.],[90.  0. 60. 60.  0. 30. 20.  0.],[306 156 208 225 270 324 192 409]
4+5 (0.74:0.26),7 & 6,3,[ 0.  4.  0.  0. 48.  0.  0. 19.],[90.  0. 60. 60.  0. 30. 20.  0.],[306 156 208 225 270 324 192 409]
4+5 (0.75:0.25),7 & 6,3,[ 0.  4.  0.  0. 48.  0.  0. 19.],[90.  0. 60. 60.  0. 30. 20.  0.],[306 156 208 225 270 325 192 409]
4+5 (0.76:0.24),7 & 6,3,[ 0.  4.  0.  0. 48.  0.  0. 19.],[90.  0. 60. 60.  0. 30. 20.  0.],[306 156 210 224 271 325 192 409]
4+5 (0.77:0.23),7 & 6,3,[ 0.  4.  0.  0. 49.  0.  0. 24.],[90.  0. 60. 60.  0. 30. 20.  0.],[306 156 210 240 271 325 192 447]
4+5 (0.78:0.22),7 & 6,3,[ 0.  4.  0.  0. 48.  0.  0. 17.],[90.  0. 60. 60.  0. 30. 20.  0.],[306 156 210 237 271 325 192 447]
4+5 (0.79:0.21),7 & 6,3,[ 0.  4.  0.  0. 50.  0.  0. 18.],[90.  0. 60. 60.  0. 30. 20.  0.],[306 156 211 238 271 325 193 447]
4+5 (0.80:0.20),7 & 6,3,[ 0.  4.  0.  0. 50.  0.  0. 18.],[90.  0. 60. 60.  0. 30. 20.  0.],[306 156 211 242 271 325 193 447]
4+5 (0.81:0.19),7 & 6,2,[ 0.  4.  0.  0. 51.  0.  0.  0.],[90.  0. 60. 60.  0. 30. 20. 40.],[307 157 212 250 271 325 195 460]
4+5 (0.82:0.18),7 & 6,3,[ 0.  4.  0.  0. 53.  0.  2.  0.],[90.  0. 50. 60.  0. 10.  0. 40.],[307 157 222 243 271 336 210 460]
4+5 (0.83:0.17),7 & 6,4,[ 0.  4.  0.  0. 51.  0.  5. 28.],[90.  0. 50. 60.  0. 20.  0.  0.],[307 157 222 246 272 337 210 321]
4+5 (0.84:0.16),7 & 6,4,[ 0.  4.  0.  0. 53.  0.  6. 28.],[90.  0. 70. 60.  0. 20.  0.  0.],[307 157 208 258 272 337 210 321]
4+5 (0.85:0.15),7 & 6,4,[ 0.  4.  0.  0. 53.  0.  7. 28.],[90.  0. 70. 60.  0. 10.  0.  0.],[307 157 155 245 272 339 210 321]
4+5 (0.86:0.14),7 & 6,4,[ 0.  4.  0.  0. 53.  0.  8. 28.],[90.  0. 70. 60.  0. 10.  0.  0.],[307 157 155 268 272 339 210 321]
4+5 (0.87:0.13),7 & 6,5,[ 0.  4.  0.  0. 54.  3.  8. 28.],[90.  0. 70. 60.  0.  0.  0.  0.],[307 157 156 265 272 329 210 321]
4+5 (0.88:0.12),7 & 6,5,[ 0.  4.  0.  0. 59.  3.  8. 28.],[90.  0. 70. 60.  0.  0.  0.  0.],[307 157 156 263 272 329 210 321]
4+5 (0.89:0.11),7 & 6,4,[ 0.  4.  0.  0. 60.  3.  0. 28.],[90.  0. 70. 60.  0.  0. 10.  0.],[307 157 156 273 272 329 203 321]
4+5 (0.90:0.10),7 & 6,4,[ 0.  4.  0.  0. 59.  3.  0. 28.],[90.  0. 70. 60.  0.  0. 10.  0.],[307 157 157 269 273 329 205 321]
4+5 (0.91:0.09),7 & 6,4,[ 0.  4.  0.  0. 54.  3.  0. 28.],[90.  0. 70. 70.  0.  0. 10.  0.],[307 157 157 274 273 329 206 321]
4+5 (0.92:0.08),7 & 6,4,[ 0.  2.  0.  0. 53.  3.  0. 28.],[90.  0. 70. 70.  0.  0. 10.  0.],[307 157 154 281 273 329 207 321]
4+5 (0.93:0.07),7 & 6,3,[ 0.  2.  0.  0. 56.  0.  0. 28.],[90.  0. 70. 70.  0. 10. 10.  0.],[307 157 155 261 275 341 208 321]
4+5 (0.94:0.06),7 & 6,3,[ 0. 60.  0.  0. 55.  0.  0. 28.],[90.  0. 70. 60.  0. 10. 10.  0.],[307 158 155 275 275 342 208 321]
4+5 (0.95:0.05),7 & 6,3,[ 0. 62.  0.  0. 67.  0.  0. 28.],[90.  0. 60. 50.  0. 10. 10.  0.],[307 158 154 285 273 342 209 321]
4+5 (0.96:0.04),7 & 6,4,[ 0. 60.  0.  0. 68.  2.  0. 28.],[90.  0. 50. 70.  0.  0. 10.  0.],[307 158 153 287 273 329 209 321]
4+5 (0.97:0.03),7 & 6,4,[ 0. 60.  0.  0. 68.  3.  0. 28.],[90.  0. 60. 50.  0.  0. 10.  0.],[307 158 155 288 273 329 209 321]
4+5 (0.98:0.02),7 & 6,5,[ 0. 62.  0.  0. 68.  3.  0. 28.],[90.  0. 50. 70.  0.  0.  0.  0.],[307 158 162 332 249 329 210 321]
4+5 (0.99:0.01),7 & 6,6,[ 0. 62.  0. 36. 67.  3.  0. 28.],[90.  0. 30.  0.  0.  0.  0.  0.],[307 158 204 587 290 329 210 321]
4+6 (0.01:0.99),7 & 6,5,[ 0. 64.  8.  0. 55.  0. 40.  5.],[70.  0.  0. 60.  0. 10.  0.  0.],[318 258 327 258 273 345 193 484]
4+6 (0.02:0.98),7 & 6,5,[ 0. 64.  8.  0. 55.  0. 40.  5.],[70.  0.  0. 60.  0. 20.  0.  0.],[318 258 327 250 273 345 193 484]
4+6 (0.03:0.97),7 & 6,5,[ 0. 64.  8.  0. 55.  0. 35.  5.],[70.  0.  0. 60.  0. 20.  0.  0.],[318 258 327 250 273 345 197 484]
4+6 (0.04:0.96),7 & 6,5,[ 0. 64.  8.  0. 55.  0. 35.  5.],[70.  0.  0. 60.  0. 20.  0.  0.],[318 258 327 259 273 345 197 484]
4+6 (0.05:0.95),7 & 6,5,[ 0. 64.  8.  0. 55.  0. 35.  5.],[70.  0.  0. 60.  0. 20.  0.  0.],[318 258 327 259 273 345 197 484]
4+6 (0.06:0.94),7 & 6,5,[ 0. 64.  0.  0. 55.  0. 35.  5.],[70.  0.  0. 60.  0. 20.  0.  0.],[318 258 327 257 273 345 197 450]
4+6 (0.07:0.93),7 & 6,4,[ 0. 64.  0.  0. 55.  0. 34.  5.],[70.  0. 10. 60.  0. 50.  0.  0.],[318 258 325 254 273 289 197 482]
4+6 (0.08:0.92),7 & 6,4,[ 0. 64.  0.  0. 56.  0. 34.  5.],[70.  0. 10. 60.  0. 50.  0.  0.],[318 258 279 255 273 288 197 505]
4+6 (0.09:0.91),7 & 6,4,[ 0. 64.  0.  0. 56.  0. 33.  5.],[70.  0. 10. 60.  0. 50.  0.  0.],[318 258 279 255 273 260 197 480]
4+6 (0.10:0.90),7 & 6,4,[ 0. 64.  0.  0. 56.  0. 33.  5.],[70.  0. 10. 60.  0. 50.  0.  0.],[318 258 279 253 273 258 197 480]
4+6 (0.11:0.89),7 & 6,3,[ 0. 64.  0.  0. 55.  0.  0.  5.],[70.  0. 10. 60.  0. 50. 10.  0.],[318 258 275 253 273 240 243 480]
4+6 (0.12:0.88),7 & 6,4,[ 0. 64.  0.  0. 55.  0. 33.  5.],[70.  0. 10. 60.  0. 50.  0.  0.],[318 258 275 254 273 240 197 480]
4+6 (0.13:0.87),7 & 6,3,[ 0. 64.  0.  0. 55.  0.  0.  5.],[70.  0. 10. 60.  0. 50. 10.  0.],[318 258 275 254 273 241 243 480]
4+6 (0.14:0.86),7 & 6,3,[ 0. 64.  0.  0. 55.  0.  0.  5.],[70.  0. 10. 60.  0. 40. 10.  0.],[318 258 275 254 274 279 243 480]
4+6 (0.15:0.85),7 & 6,3,[ 0. 64.  0.  0. 55.  0.  0.  5.],[70.  0. 10. 60.  0. 50. 10.  0.],[319 258 278 254 274 253 248 480]
4+6 (0.16:0.84),7 & 6,3,[ 0. 64.  0.  0. 55.  0.  0.  5.],[70.  0. 10. 60.  0. 50. 10.  0.],[319 258 278 254 274 253 248 480]
4+6 (0.17:0.83),7 & 6,3,[ 0. 64.  0.  0. 55.  0.  0.  5.],[70.  0. 10. 60.  0. 40. 10.  0.],[319 258 278 254 274 274 247 480]
4+6 (0.18:0.82),7 & 6,3,[ 0. 64.  0.  0. 55.  0.  0.  5.],[70.  0. 10. 60.  0. 50. 10.  0.],[319 258 278 254 274 258 247 480]
4+6 (0.19:0.81),7 & 6,3,[ 0. 64.  0.  0. 55.  0.  0.  5.],[70.  0. 10. 60.  0. 50. 10.  0.],[319 258 278 254 274 258 247 480]
4+6 (0.20:0.80),7 & 6,3,[ 0. 64.  0.  0. 56.  0.  0.  5.],[70.  0. 10. 60.  0. 50. 10.  0.],[319 258 281 254 274 254 248 480]
4+6 (0.21:0.79),7 & 6,3,[ 0. 64.  0.  0. 56.  0.  0.  5.],[70.  0. 10. 60.  0. 50. 10.  0.],[319 258 281 254 274 254 248 480]
4+6 (0.22:0.78),7 & 6,3,[ 0. 64.  0.  0. 56.  0.  0.  5.],[70.  0. 10. 60.  0. 50. 10.  0.],[319 258 281 256 274 258 248 480]
4+6 (0.23:0.77),7 & 6,3,[ 0. 64.  0.  0. 56.  0.  0.  5.],[70.  0. 10. 60.  0. 50. 10.  0.],[319 258 325 256 274 258 249 480]
4+6 (0.24:0.76),7 & 6,4,[ 0. 64.  0.  0. 57.  0.  0.  5.],[70.  0.  0. 60.  0. 50. 10.  0.],[319 258 327 260 274 258 249 480]
4+6 (0.25:0.75),7 & 6,3,[ 0. 64.  0.  0. 56.  0.  0.  5.],[70.  0. 10. 60.  0. 50. 10.  0.],[319 258 328 257 274 258 250 480]
4+6 (0.26:0.74),7 & 6,4,[ 0. 64.  8.  0. 56.  0.  0.  5.],[70.  0.  0. 60.  0. 50. 10.  0.],[319 258 327 267 274 257 253 480]
4+6 (0.27:0.73),7 & 6,4,[ 0. 64.  8.  0. 57.  0.  0.  5.],[70.  0.  0. 60.  0. 60. 10.  0.],[319 258 327 275 275 256 255 480]
4+6 (0.28:0.72),7 & 6,4,[ 0. 64.  8.  0. 57.  0.  0.  5.],[70.  0.  0. 60.  0. 60. 10.  0.],[319 258 327 287 275 256 255 480]
4+6 (0.29:0.71),7 & 6,4,[ 0. 64.  8.  0. 47.  0.  0.  5.],[70.  0.  0. 60.  0. 50. 10.  0.],[319 258 327 287 299 244 255 480]
4+6 (0.30:0.70),7 & 6,4,[ 0. 64.  8.  0. 47.  0.  0.  5.],[70.  0.  0. 60.  0. 50. 10.  0.],[319 258 327 286 300 244 284 480]
4+6 (0.31:0.69),7 & 6,4,[ 0. 64.  8.  0. 47.  0.  0.  5.],[70.  0.  0. 60.  0. 50. 10.  0.],[308 258 327 286 300 252 284 480]
4+6 (0.32:0.68),7 & 6,4,[ 0. 64.  8.  0. 47.  0.  0.  5.],[70.  0.  0. 60.  0. 50. 10.  0.],[308 258 327 286 300 252 252 480]
4+6 (0.33:0.67),7 & 6,4,[ 0. 64.  8.  0. 57.  0.  0.  5.],[70.  0.  0. 60.  0. 60. 10.  0.],[308 258 327 286 275 258 252 480]
4+6 (0.34:0.66),7 & 6,4,[ 0. 64.  8.  0. 59.  0.  0.  5.],[70.  0.  0. 60.  0. 60. 10.  0.],[308 258 327 286 264 258 253 480]
4+6 (0.35:0.65),7 & 6,4,[ 0. 64.  8.  0. 59.  0.  0.  5.],[70.  0.  0. 60.  0. 60. 10.  0.],[308 258 327 286 264 258 253 480]
4+6 (0.36:0.64),7 & 6,4,[ 0. 64.  8.  0. 59.  0.  0.  5.],[70.  0.  0. 60.  0. 60. 10.  0.],[308 258 327 290 264 258 252 480]
4+6 (0.37:0.63),7 & 6,4,[ 0. 64.  8.  0. 59.  0.  0.  5.],[70.  0.  0. 60.  0. 60. 10.  0.],[308 258 327 290 250 258 253 480]
4+6 (0.38:0.62),7 & 6,3,[ 0. 64.  0.  0. 59.  0.  0.  5.],[70.  0. 70. 60.  0. 60. 10.  0.],[308 258 223 290 250 258 254 480]
4+6 (0.39:0.61),7 & 6,4,[ 0. 64.  8.  0. 59.  0.  0.  5.],[70.  0.  0. 60.  0. 60. 10.  0.],[308 258 327 290 250 257 283 480]
4+6 (0.40:0.60),7 & 6,4,[ 0. 64.  8.  0. 61.  0.  0.  5.],[70.  0.  0. 60.  0. 60. 10.  0.],[308 258 327 290 250 257 284 480]
4+6 (0.41:0.59),7 & 6,4,[ 0. 64.  8.  0. 53.  0.  0.  5.],[70.  0.  0. 60.  0. 40. 10.  0.],[308 258 327 290 317 270 283 480]
4+6 (0.42:0.58),7 & 6,4,[ 0. 64.  8.  0. 53.  0.  0.  5.],[70.  0.  0. 60.  0. 40. 10.  0.],[308 258 327 293 317 270 283 480]
4+6 (0.43:0.57),7 & 6,4,[ 0. 64.  8.  0. 63.  0.  0.  5.],[70.  0.  0. 60.  0. 60. 10.  0.],[308 258 327 293 239 262 283 480]
4+6 (0.44:0.56),7 & 6,4,[ 0. 64.  8.  0. 63.  0.  0.  5.],[70.  0.  0. 60.  0. 60. 10.  0.],[308 258 327 293 239 262 284 480]
4+6 (0.45:0.55),7 & 6,4,[ 0. 64.  4.  0. 63.  0.  0.  5.],[70.  0.  0. 60.  0. 60. 10.  0.],[308 258 327 293 239 262 284 480]
4+6 (0.46:0.54),7 & 6,4,[ 0. 64.  4.  0. 63.  0.  0.  5.],[70.  0.  0. 60.  0. 60. 10.  0.],[308 258 327 297 239 262 255 480]
4+6 (0.47:0.53),7 & 6,4,[ 0. 64.  4.  0. 62.  0.  0.  5.],[70.  0.  0. 60.  0. 50. 10.  0.],[308 258 327 297 239 263 255 480]
4+6 (0.48:0.52),7 & 6,4,[ 0. 64.  4.  0. 62.  0.  0.  5.],[70.  0.  0. 60.  0. 50. 10.  0.],[308 258 327 297 239 263 255 480]
4+6 (0.49:0.51),7 & 6,4,[ 0. 64.  4.  0. 62.  0.  0.  5.],[70.  0.  0. 60.  0. 20. 10.  0.],[308 258 327 297 239 353 280 480]
4+6 (0.50:0.50),7 & 6,3,[ 0. 64.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 20. 10.  0.],[308 258 325 297 240 353 280 480]
4+6 (0.51:0.49),7 & 6,3,[ 0. 64.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 20. 10.  0.],[308 258 324 297 240 353 255 480]
4+6 (0.52:0.48),7 & 6,3,[ 0. 64.  0.  0. 61.  0.  0.  5.],[70.  0. 20. 60.  0. 20. 10.  0.],[308 258 324 300 240 354 280 480]
